CustomerID,Churn,Tenure,PreferredLoginDevice,CityTier,WarehouseToHome,PreferredPaymentMode,Gender,HourSpendOnApp,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,MaritalStatus
54656,1,1,Mobile Phone,3,9,E wallet,Male,3,4,Mobile Phone,5,Married
54657,0,1,Mobile Phone,3,29,COD,Male,3,4,Mobile Phone,3,Single
54658,0,18,Mobile Phone,1,10,UPI,Male,3,4,Others,1,Married
54659,0,1,Mobile Phone,1,13,Credit Card,Male,4,4,Mobile Phone,3,Married
54660,0,7,Mobile Phone,3,15,E wallet,Male,3,4,Laptop & Accessory,3,Married
54661,0,6,Mobile Phone,1,16,Debit Card,Female,4,4,Laptop & Accessory,1,Married
54662,0,4,Computer,1,10,Credit Card,Female,4,4,Mobile Phone,3,Married
54663,0,27,Mobile Phone,3,7,Credit Card,Female,3,4,Laptop & Accessory,5,Single
54664,0,8,Mobile Phone,1,7,Debit Card,Male,3,4,Mobile Phone,1,Married
54665,1,9,Computer,3,33,Debit Card,Female,4,4,Laptop & Accessory,5,Married
54666,0,1,Mobile Phone,1,13,Debit Card,Female,4,4,Mobile Phone,1,Married
54667,0,11,Mobile Phone,1,10,UPI,Male,3,4,Fashion,3,Married
54668,0,3,Mobile Phone,3,10,Credit Card,Female,4,4,Laptop & Accessory,3,Married
54669,0,9,Mobile Phone,1,13,Debit Card,Male,3,6,Laptop & Accessory,1,Single
54670,0,7,Computer,1,13,Debit Card,Male,2,4,Laptop & Accessory,1,Married
54671,0,28,Mobile Phone,2,26,Credit Card,Male,3,4,Fashion,4,Married
54672,0,10,Mobile Phone,1,16,Credit Card,Male,3,5,Laptop & Accessory,4,Married
54673,0,1,Phone,1,10,Credit Card,Male,3,5,Mobile Phone,1,Single
54674,1,1,Phone,1,17,Credit Card,Male,3,4,Mobile,3,Single
54675,1,1,Computer,1,10,Debit Card,Male,4,4,Mobile Phone,5,Single
54676,0,9,Computer,1,10,Debit Card,Male,3,5,Mobile Phone,3,Married
54677,0,1,Mobile Phone,1,11,Credit Card,Male,3,2,Mobile Phone,5,Married
54678,0,1,Mobile Phone,3,15,Debit Card,Male,3,2,Laptop & Accessory,4,Married
54679,0,12,Mobile Phone,3,14,E wallet,Female,3,5,Laptop & Accessory,1,Single
54680,0,3,Computer,1,7,Debit Card,Male,4,6,Mobile Phone,1,Married
54681,0,22,Mobile Phone,3,9,E wallet,Male,3,2,Laptop & Accessory,4,Married
54682,0,1,Computer,3,10,Credit Card,Female,4,2,Laptop & Accessory,1,Married
54683,0,11,Mobile Phone,1,17,Debit Card,Male,4,2,Mobile Phone,1,Single
54684,0,24,Mobile Phone,1,35,Credit Card,Male,4,2,Mobile Phone,3,Married
54685,0,8,Mobile Phone,1,16,Credit Card,Female,3,5,Fashion,4,Single
54686,1,1,Mobile Phone,3,10,Debit Card,Female,4,4,Laptop & Accessory,3,Single
54687,0,13,Mobile Phone,1,9,COD,Female,4,5,Laptop & Accessory,3,Single
54688,0,6,Mobile Phone,3,17,E wallet,Male,3,4,Laptop & Accessory,1,Single
54689,1,14,Computer,3,15,Cash on Delivery,Male,3,4,Laptop & Accessory,3,Married
54690,0,12,Mobile Phone,1,7,Debit Card,Female,3,2,Laptop & Accessory,1,Single
54691,0,1,Mobile Phone,1,7,Debit Card,Female,4,4,Fashion,5,Married
54692,0,6,Mobile Phone,1,10,Debit Card,Female,3,4,Fashion,1,Single
54693,0,21,Mobile Phone,3,21,E wallet,Male,3,4,Laptop & Accessory,5,Single
54694,0,14,Computer,3,12,Debit Card,Male,3,5,Fashion,5,Married
54695,0,27,Mobile Phone,1,14,Debit Card,Male,3,2,Grocery,3,Married
54696,0,15,Mobile Phone,2,17,UPI,Male,4,5,Others,1,Married
54697,0,31,Mobile Phone,3,23,E wallet,Male,3,4,Laptop & Accessory,5,Single
54698,0,1,Computer,1,17,Debit Card,Male,3,4,Fashion,5,Married
54699,0,15,Mobile Phone,2,7,UPI,Male,3,5,Others,3,Married
54700,0,24,Mobile Phone,3,15,E wallet,Male,3,4,Mobile Phone,4,Married
54701,1,1,Phone,1,7,Debit Card,Female,4,6,Mobile Phone,4,Single
54702,0,10,Computer,1,15,Debit Card,Female,4,2,Fashion,5,Married
54703,0,12,Mobile Phone,1,7,Debit Card,Female,3,4,Fashion,3,Single
54704,0,18,Computer,1,31,Credit Card,Male,3,6,Mobile Phone,3,Single
54705,0,21,Computer,3,10,Credit Card,Female,3,4,Grocery,3,Married
54706,0,4,Mobile Phone,3,34,E wallet,Male,4,4,Laptop & Accessory,1,Married
54707,0,3,Mobile Phone,3,17,Debit Card,Male,4,4,Mobile Phone,3,Single
54708,1,6,Computer,1,26,Credit Card,Male,3,2,Mobile Phone,3,Married
54709,0,17,Computer,3,22,Debit Card,Male,3,5,Laptop & Accessory,1,Married
54710,0,8,Mobile Phone,1,15,Credit Card,Female,4,4,Laptop & Accessory,3,Single
54711,0,1,Mobile Phone,1,16,Credit Card,Male,3,4,Mobile Phone,5,Married
54712,0,13,Mobile Phone,2,10,UPI,Female,3,2,Laptop & Accessory,4,Married
54713,0,30,Mobile Phone,1,16,Credit Card,Male,3,4,Grocery,1,Married
54714,0,14,Phone,1,9,Credit Card,Female,3,5,Mobile Phone,1,Single
54715,0,1,Mobile Phone,1,14,Credit Card,Female,3,5,Laptop & Accessory,5,Single
54716,0,3,Phone,3,17,E wallet,Male,3,4,Mobile Phone,4,Married
54717,0,27,Phone,1,13,Debit Card,Male,3,4,Laptop & Accessory,1,Single
54718,0,9,Computer,1,9,Debit Card,Female,4,4,Laptop & Accessory,5,Married
54719,0,6,Computer,1,31,Debit Card,Male,4,4,Laptop & Accessory,1,Married
54720,0,12,Mobile Phone,1,9,Credit Card,Male,4,4,Mobile Phone,3,Married
54721,0,8,Mobile Phone,1,15,Debit Card,Female,3,4,Laptop & Accessory,5,Married
54722,0,26,Mobile Phone,3,10,E wallet,Male,3,5,Grocery,5,Married
54723,1,1,Mobile Phone,1,7,UPI,Male,4,4,Mobile Phone,1,Single
54724,0,1,Mobile Phone,3,33,Credit Card,Female,3,4,Laptop & Accessory,1,Single
54725,0,19,Mobile Phone,3,9,COD,Male,3,6,Laptop & Accessory,3,Single
54726,0,1,Mobile Phone,1,17,Credit Card,Male,4,2,Mobile Phone,3,Single
54727,1,11,Computer,3,34,Debit Card,Female,4,2,Laptop & Accessory,3,Single
54728,0,8,Mobile Phone,3,9,UPI,Male,3,4,Laptop & Accessory,1,Single
54729,1,19,Mobile Phone,1,9,Credit Card,Male,4,4,Others,5,Married
54730,0,10,Computer,3,15,Debit Card,Male,4,5,Fashion,5,Single
54731,0,26,Computer,1,26,Credit Card,Male,3,4,Mobile Phone,1,Married
54732,0,1,Computer,1,7,Debit Card,Female,4,6,Mobile Phone,1,Married
54733,0,3,Mobile Phone,1,34,Credit Card,Female,4,4,Laptop & Accessory,3,Married
54734,1,1,Mobile Phone,3,15,COD,Male,3,5,Laptop & Accessory,5,Single
54735,0,8,Mobile Phone,1,7,Debit Card,Female,4,2,Mobile Phone,1,Single
54736,0,28,Mobile Phone,1,26,Credit Card,Female,4,4,Laptop & Accessory,5,Married
54737,0,1,Computer,3,15,E wallet,Male,3,4,Laptop & Accessory,1,Married
54738,0,11,Mobile Phone,1,17,Debit Card,Female,3,4,Mobile Phone,5,Married
54739,0,12,Computer,1,9,Debit Card,Female,4,2,Laptop & Accessory,5,Single
54740,0,8,Mobile Phone,1,9,Credit Card,Female,3,5,Mobile Phone,5,Single
54741,0,9,Mobile Phone,3,15,Debit Card,Female,4,4,Mobile Phone,1,Married
54742,0,4,Mobile Phone,1,7,Debit Card,Male,3,6,Mobile Phone,3,Married
54743,0,14,Computer,1,9,Credit Card,Female,3,2,Laptop & Accessory,4,Married
54744,0,8,Mobile Phone,3,15,Debit Card,Female,4,4,Laptop & Accessory,5,Married
54745,0,16,Computer,1,15,Debit Card,Male,4,4,Others,1,Married
54746,1,1,Phone,1,13,Debit Card,Male,4,2,Mobile Phone,5,Married
54747,0,1,Computer,1,16,Debit Card,Male,3,5,Mobile Phone,4,Married
54748,0,26,Mobile Phone,1,18,Debit Card,Female,3,4,Laptop & Accessory,3,Married
54749,0,24,Mobile Phone,1,9,Credit Card,Male,4,4,Grocery,3,Married
54750,1,1,Phone,1,7,Debit Card,Female,3,5,Mobile Phone,5,Married
54751,0,7,Mobile Phone,1,14,Credit Card,Male,3,4,Fashion,3,Married
54752,1,1,Mobile Phone,3,23,E wallet,Female,4,4,Laptop & Accessory,5,Single
54753,0,21,Mobile Phone,1,9,UPI,Female,3,4,Grocery,1,Married
54754,0,10,Mobile Phone,1,7,UPI,Female,3,4,Laptop & Accessory,4,Married
54755,0,3,Mobile Phone,1,30,Debit Card,Male,3,2,Mobile Phone,3,Married
54756,1,21,Mobile Phone,1,9,Debit Card,Male,3,4,Others,4,Single
54757,0,9,Mobile Phone,1,7,Debit Card,Female,3,2,Mobile Phone,3,Single
54758,0,16,Mobile Phone,1,7,Debit Card,Female,3,5,Laptop & Accessory,1,Married
54759,1,1,Mobile Phone,1,9,Credit Card,Male,3,4,Mobile Phone,3,Single
54760,0,10,Phone,2,20,UPI,Male,3,4,Mobile Phone,4,Married
54761,0,6,Mobile Phone,1,11,Debit Card,Female,4,5,Laptop & Accessory,3,Married
54762,0,14,Computer,1,23,Credit Card,Male,3,5,Laptop & Accessory,3,Single
54763,0,4,Mobile Phone,1,9,Credit Card,Female,3,5,Laptop & Accessory,1,Single
54764,0,19,Phone,1,9,Debit Card,Female,4,5,Mobile Phone,3,Single
54765,0,16,Mobile Phone,1,36,Debit Card,Male,4,4,Laptop & Accessory,4,Married
54766,0,12,Computer,1,19,Debit Card,Male,1,5,Laptop & Accessory,5,Married
54767,0,8,Computer,1,23,Debit Card,Female,4,5,Mobile Phone,1,Single
54768,1,13,Mobile Phone,3,18,E wallet,Female,3,4,Fashion,1,Married
54769,1,19,Mobile Phone,3,9,Credit Card,Male,3,4,Laptop & Accessory,1,Single
54770,0,17,Mobile Phone,1,21,Debit Card,Male,4,4,Grocery,5,Married
54771,0,1,Mobile Phone,1,12,Cash on Delivery,Male,3,5,Fashion,1,Married
54772,0,9,Mobile Phone,1,14,UPI,Male,3,4,Fashion,3,Single
54773,0,2,Mobile Phone,3,9,E wallet,Female,3,4,Laptop & Accessory,4,Married
54774,0,8,Mobile Phone,2,10,UPI,Male,3,4,Mobile Phone,1,Married
54775,1,1,Computer,1,12,Credit Card,Female,3,5,Mobile Phone,3,Married
54776,0,1,Computer,1,10,Credit Card,Male,3,4,Mobile Phone,1,Married
54777,0,25,Mobile Phone,3,33,E wallet,Female,4,4,Grocery,3,Married
54778,0,18,Mobile Phone,1,11,Credit Card,Male,3,4,Laptop & Accessory,4,Single
54779,0,1,Mobile Phone,1,9,Credit Card,Male,4,2,Mobile Phone,5,Single
54780,0,7,Mobile Phone,3,7,Credit Card,Male,3,2,Laptop & Accessory,5,Married
54781,0,9,Mobile Phone,1,34,Credit Card,Female,3,5,Mobile Phone,5,Single
54782,0,10,Mobile Phone,3,7,Debit Card,Male,3,4,Laptop & Accessory,1,Married
54783,0,6,Mobile Phone,3,20,Debit Card,Male,4,4,Laptop & Accessory,1,Married
54784,0,4,Computer,1,12,Debit Card,Male,4,5,Mobile Phone,1,Married
54785,0,27,Mobile Phone,3,14,E wallet,Female,4,5,Fashion,1,Married
54786,0,19,Mobile Phone,3,16,E wallet,Male,4,4,Fashion,5,Married
54787,0,6,Mobile Phone,1,15,Credit Card,Female,4,2,Laptop & Accessory,3,Married
54788,0,26,Computer,1,32,Credit Card,Female,3,5,Grocery,1,Married
54789,0,11,Mobile Phone,3,23,E wallet,Male,4,5,Laptop & Accessory,3,Married
54790,0,2,Mobile Phone,2,15,Credit Card,Male,4,5,Mobile Phone,1,Married
54791,0,1,Mobile Phone,1,7,Debit Card,Male,3,5,Laptop & Accessory,1,Married
54792,0,18,Mobile Phone,1,15,Debit Card,Male,4,2,Mobile Phone,1,Married
54793,0,16,Computer,1,9,Credit Card,Male,3,4,Mobile Phone,1,Single
54794,0,10,Phone,2,15,Debit Card,Male,4,5,Mobile Phone,5,Married
54795,0,1,Mobile Phone,3,10,UPI,Male,4,4,Laptop & Accessory,5,Married
54796,0,9,Mobile Phone,1,16,Debit Card,Female,4,5,Fashion,3,Married
54797,1,1,Computer,1,32,Debit Card,Female,4,4,Mobile Phone,4,Married
54798,0,6,Computer,1,7,Debit Card,Male,4,4,Mobile Phone,1,Married
54799,0,1,Mobile Phone,3,11,E wallet,Male,3,5,Laptop & Accessory,5,Married
54800,0,23,Mobile Phone,1,7,COD,Female,3,4,Mobile Phone,5,Married
54801,0,1,Computer,1,11,Debit Card,Male,3,5,Mobile Phone,1,Married
54802,0,6,Computer,3,12,Debit Card,Male,3,4,Laptop & Accessory,4,Married
54803,0,12,Mobile Phone,3,16,E wallet,Male,4,5,Mobile Phone,4,Married
54804,0,16,Mobile Phone,1,10,Debit Card,Female,4,2,Laptop & Accessory,1,Married
54805,0,5,Phone,1,18,Debit Card,Male,3,4,Mobile Phone,1,Married
54806,1,1,Mobile Phone,3,7,Credit Card,Female,3,5,Mobile Phone,3,Married
54807,0,27,Mobile Phone,3,15,E wallet,Male,4,4,Grocery,1,Married
54808,0,9,Mobile Phone,1,32,Cash on Delivery,Male,4,5,Fashion,4,Married
54809,0,11,Computer,3,28,Credit Card,Female,3,4,Mobile Phone,1,Married
54810,0,27,Mobile Phone,1,30,Debit Card,Female,4,4,Grocery,1,Single
54811,0,17,Computer,1,7,Debit Card,Female,3,4,Laptop & Accessory,1,Married
54812,0,21,Mobile Phone,3,9,E wallet,Female,3,4,Laptop & Accessory,1,Married
54813,0,11,Computer,3,26,Credit Card,Male,3,4,Fashion,4,Single
54814,0,24,Computer,1,9,Debit Card,Male,4,4,Grocery,5,Married
54815,0,13,Mobile Phone,2,9,Debit Card,Female,3,5,Laptop & Accessory,1,Married
54816,0,7,Phone,2,10,UPI,Male,3,4,Mobile Phone,4,Married
54817,1,1,Mobile Phone,1,32,Debit Card,Male,3,4,Mobile Phone,1,Single
54818,0,3,Mobile Phone,1,14,Credit Card,Female,4,5,Mobile Phone,1,Married
54819,0,18,Mobile Phone,1,16,Debit Card,Male,4,4,Mobile Phone,5,Married
54820,0,2,Mobile Phone,3,12,Credit Card,Male,4,4,Laptop & Accessory,1,Single
54821,1,21,Computer,1,9,Debit Card,Male,3,5,Mobile Phone,1,Married
54822,0,17,Mobile Phone,1,15,Debit Card,Female,3,4,Laptop & Accessory,4,Married
54823,1,1,Phone,3,9,Credit Card,Female,3,5,Mobile Phone,3,Single
54824,1,1,Mobile Phone,1,25,UPI,Female,4,4,Mobile Phone,1,Single
54825,0,10,Mobile Phone,1,21,Debit Card,Male,4,4,Laptop & Accessory,1,Married
54826,0,21,Mobile Phone,3,9,Debit Card,Female,4,5,Mobile Phone,1,Single
54827,1,1,Mobile Phone,1,10,Debit Card,Female,3,4,Laptop & Accessory,3,Married
54828,1,5,Mobile Phone,1,9,Debit Card,Female,3,6,Mobile Phone,1,Married
54829,0,2,Phone,1,16,Credit Card,Female,4,4,Mobile Phone,3,Married
54830,1,3,Phone,1,13,Credit Card,Male,4,4,Mobile Phone,5,Married
54831,0,1,Phone,1,11,Debit Card,Female,4,4,Mobile Phone,3,Single
54832,0,8,Phone,1,17,Debit Card,Male,3,4,Mobile Phone,4,Married
54833,0,16,Mobile Phone,3,21,Credit Card,Female,4,5,Laptop & Accessory,3,Single
54834,0,7,Mobile Phone,1,7,UPI,Male,4,5,Mobile Phone,5,Single
54835,0,31,Mobile Phone,1,12,Cash on Delivery,Female,3,5,Fashion,4,Married
54836,0,5,Phone,3,14,Debit Card,Male,3,5,Mobile Phone,3,Married
54837,0,9,Mobile Phone,1,28,Debit Card,Female,3,4,Laptop & Accessory,1,Married
54838,0,23,Mobile Phone,1,15,UPI,Female,3,4,Fashion,4,Married
54839,0,22,Phone,1,27,Credit Card,Male,3,4,Mobile Phone,3,Married
54840,0,5,Computer,3,27,E wallet,Female,3,4,Laptop & Accessory,3,Married
54841,0,10,Mobile Phone,1,14,UPI,Male,4,4,Mobile Phone,1,Single
54842,0,12,Mobile Phone,1,7,Cash on Delivery,Female,4,4,Fashion,5,Married
54843,0,6,Computer,1,7,Debit Card,Female,4,5,Mobile Phone,4,Married
54844,1,1,Phone,3,26,E wallet,Male,3,5,Mobile Phone,4,Married
54845,0,14,Mobile Phone,3,17,E wallet,Male,4,5,Fashion,4,Married
54846,0,1,Computer,3,7,Credit Card,Male,3,5,Laptop & Accessory,5,Single
54847,0,15,Mobile Phone,1,13,Credit Card,Male,3,4,Mobile Phone,5,Single
54848,0,10,Mobile Phone,1,9,Credit Card,Male,4,4,Mobile Phone,3,Single
54849,1,1,Phone,3,28,UPI,Male,3,5,Mobile Phone,4,Single
54850,1,1,Mobile Phone,1,11,COD,Male,3,4,Mobile Phone,5,Single
54851,0,5,Mobile Phone,1,19,Credit Card,Female,3,4,Laptop & Accessory,1,Married
54852,0,14,Computer,1,16,Credit Card,Male,3,4,Mobile Phone,4,Married
54853,0,6,Mobile Phone,1,10,Credit Card,Female,4,4,Laptop & Accessory,5,Married
54854,1,1,Mobile Phone,3,10,Debit Card,Male,3,5,Fashion,1,Married
54855,0,7,Mobile Phone,1,7,Debit Card,Female,3,5,Laptop & Accessory,1,Single
54856,1,1,Mobile Phone,3,7,Debit Card,Male,3,5,Fashion,3,Married
54857,0,19,Computer,1,11,Debit Card,Male,3,4,Laptop & Accessory,4,Married
54858,0,3,Computer,3,27,COD,Female,3,4,Mobile Phone,1,Married
54859,0,9,Mobile Phone,3,25,Credit Card,Female,3,4,Laptop & Accessory,3,Married
54860,0,26,Mobile Phone,1,7,Debit Card,Male,4,4,Grocery,1,Married
54861,1,21,Mobile Phone,1,9,COD,Male,3,4,Mobile Phone,3,Single
54862,0,27,Mobile Phone,3,9,Credit Card,Male,3,4,Grocery,3,Married
54863,0,4,Mobile Phone,3,15,UPI,Male,4,4,Fashion,3,Married
54864,0,12,Computer,3,17,COD,Female,3,4,Laptop & Accessory,1,Single
54865,0,9,Mobile Phone,3,10,Debit Card,Male,4,4,Fashion,1,Married
54866,0,13,Mobile Phone,3,9,Debit Card,Male,3,2,Fashion,3,Single
54867,1,4,Computer,3,31,Debit Card,Female,4,2,Grocery,4,Single
54868,0,21,Computer,1,23,Credit Card,Male,4,2,Laptop & Accessory,3,Married
54869,0,10,Computer,3,15,COD,Male,3,4,Laptop & Accessory,1,Married
54870,1,1,Computer,1,16,Credit Card,Male,3,5,Mobile Phone,5,Single
54871,0,7,Computer,3,24,Debit Card,Male,3,4,Grocery,3,Single
54872,1,1,Phone,1,17,Debit Card,Female,4,5,Mobile Phone,5,Single
54873,0,7,Mobile Phone,1,20,Debit Card,Female,3,4,Mobile Phone,1,Single
54874,0,19,Phone,1,7,Credit Card,Female,4,4,Mobile Phone,1,Married
54875,0,24,Mobile Phone,1,7,Credit Card,Male,4,4,Grocery,1,Married
54876,0,7,Computer,1,7,UPI,Female,3,2,Laptop & Accessory,4,Married
54877,0,15,Computer,1,16,Credit Card,Male,4,4,Others,3,Married
54878,0,1,Mobile Phone,1,23,COD,Female,3,4,Mobile Phone,4,Married
54879,0,19,Computer,1,30,Debit Card,Male,3,4,Laptop & Accessory,5,Married
54880,0,21,Mobile Phone,3,11,Debit Card,Female,3,4,Laptop & Accessory,1,Single
54881,1,1,Phone,1,29,Debit Card,Female,3,4,Mobile Phone,3,Married
54882,0,24,Mobile Phone,1,31,Debit Card,Male,4,4,Grocery,3,Married
54883,0,12,Computer,1,17,Credit Card,Male,4,4,Mobile Phone,3,Married
54884,0,20,Mobile Phone,1,14,Credit Card,Male,4,4,Fashion,3,Married
54885,0,1,Mobile Phone,1,24,Credit Card,Female,3,5,Laptop & Accessory,3,Married
54886,1,1,Mobile Phone,1,21,UPI,Male,3,5,Mobile Phone,4,Married
54887,0,5,Computer,1,7,Debit Card,Female,4,4,Laptop & Accessory,5,Married
54888,0,1,Computer,1,12,Debit Card,Male,4,4,Mobile Phone,1,Single
54889,0,28,Mobile Phone,1,24,Cash on Delivery,Female,3,4,Fashion,3,Married
54890,0,9,Mobile Phone,1,32,Credit Card,Female,3,4,Fashion,3,Married
54891,0,4,Mobile Phone,1,15,Debit Card,Female,4,2,Fashion,5,Married
54892,1,1,Mobile Phone,1,18,Credit Card,Female,4,5,Mobile Phone,5,Single
54893,1,1,Computer,1,12,Credit Card,Female,3,4,Mobile Phone,4,Single
54894,0,1,Mobile Phone,1,9,Credit Card,Male,3,2,Laptop & Accessory,1,Married
54895,0,1,Mobile Phone,1,15,Debit Card,Male,4,6,Mobile Phone,5,Married
54896,0,22,Mobile Phone,1,13,Debit Card,Male,4,5,Laptop & Accessory,3,Single
54897,0,22,Mobile Phone,1,11,Debit Card,Male,4,5,Fashion,3,Single
54898,0,15,Mobile Phone,1,14,Credit Card,Female,3,4,Laptop & Accessory,3,Single
54899,0,13,Mobile Phone,1,7,Debit Card,Female,4,5,Grocery,1,Married
54900,0,1,Mobile Phone,1,9,Debit Card,Female,3,4,Laptop & Accessory,1,Married
54901,0,9,Mobile Phone,1,17,UPI,Male,3,4,Mobile Phone,1,Married
54902,0,1,Mobile Phone,3,12,E wallet,Male,3,4,Others,3,Married
54903,0,24,Phone,1,16,Debit Card,Male,4,4,Mobile Phone,1,Married
54904,0,31,Mobile Phone,1,9,Debit Card,Female,4,5,Grocery,1,Single
54905,1,1,Mobile Phone,1,18,Credit Card,Female,4,6,Laptop & Accessory,4,Married
54906,0,29,Computer,1,25,Credit Card,Male,4,4,Laptop & Accessory,4,Married
54907,0,15,Computer,1,14,Debit Card,Female,3,6,Others,3,Married
54908,0,12,Mobile Phone,3,10,Debit Card,Male,3,4,Laptop & Accessory,1,Single
54909,1,1,Computer,3,36,Credit Card,Male,4,6,Laptop & Accessory,5,Single
54910,1,16,Mobile Phone,3,9,E wallet,Female,3,6,Others,1,Married
54911,0,18,Mobile Phone,3,35,Credit Card,Female,3,2,Grocery,1,Married
54912,0,24,Computer,3,7,Debit Card,Female,4,4,Laptop & Accessory,3,Married
54913,1,1,Mobile Phone,1,23,Debit Card,Female,3,2,Mobile Phone,5,Single
54914,0,13,Computer,1,29,Credit Card,Female,3,4,Fashion,5,Single
54915,0,7,Computer,3,15,Debit Card,Female,3,5,Mobile Phone,1,Single
54916,0,19,Mobile Phone,3,18,Debit Card,Female,3,4,Grocery,1,Married
54917,0,6,Computer,1,36,Credit Card,Female,4,4,Mobile Phone,3,Single
54918,0,8,Mobile Phone,3,7,E wallet,Male,4,2,Laptop & Accessory,1,Married
54919,0,31,Mobile Phone,3,7,Cash on Delivery,Male,4,4,Fashion,1,Married
54920,0,19,Phone,2,31,Credit Card,Male,3,4,Mobile Phone,4,Single
54921,0,27,Computer,3,9,E wallet,Female,3,5,Fashion,4,Married
54922,1,1,Mobile Phone,1,22,UPI,Male,3,4,Laptop & Accessory,3,Married
54923,1,1,Computer,1,9,Debit Card,Male,3,4,Mobile Phone,5,Married
54924,0,8,Phone,3,17,Debit Card,Female,3,4,Mobile Phone,3,Married
54925,0,2,Phone,3,17,Credit Card,Male,4,4,Mobile Phone,4,Married
54926,0,12,Computer,1,10,UPI,Male,3,4,Mobile Phone,3,Married
54927,0,24,Mobile Phone,1,9,Credit Card,Male,4,4,Others,3,Married
54928,0,11,Mobile Phone,1,10,UPI,Female,3,4,Laptop & Accessory,4,Single
54929,0,14,Mobile Phone,3,33,E wallet,Male,4,4,Laptop & Accessory,5,Married
54930,0,1,Computer,1,7,Credit Card,Female,4,5,Mobile Phone,3,Married
54931,0,20,Mobile Phone,1,7,Credit Card,Male,3,4,Others,1,Married
54932,0,28,Mobile Phone,3,9,Debit Card,Female,3,5,Fashion,3,Married
54933,0,30,Computer,1,16,Credit Card,Female,4,4,Mobile Phone,3,Married
54934,0,10,Mobile Phone,1,19,Credit Card,Female,3,5,Fashion,1,Single
54935,0,29,Computer,1,9,Credit Card,Male,3,5,Grocery,5,Single
54936,0,17,Mobile Phone,3,32,Credit Card,Male,4,5,Fashion,1,Married
54937,1,1,Computer,3,16,E wallet,Female,3,4,Mobile Phone,1,Single
54938,1,1,Phone,1,17,Debit Card,Female,3,5,Mobile Phone,5,Single
54939,0,20,Mobile Phone,1,15,Debit Card,Female,4,5,Laptop & Accessory,5,Married
54940,1,15,Mobile Phone,1,11,Debit Card,Male,3,4,Mobile Phone,3,Married
54941,1,1,Computer,1,31,Cash on Delivery,Male,4,5,Fashion,5,Single
54942,0,1,Mobile Phone,1,7,Credit Card,Male,3,5,Mobile Phone,5,Married
54943,0,4,Mobile Phone,1,27,UPI,Male,3,4,Laptop & Accessory,5,Married
54944,0,15,Mobile Phone,1,14,COD,Female,3,2,Mobile Phone,3,Married
54945,0,12,Mobile Phone,1,24,Debit Card,Female,4,5,Fashion,3,Married
54946,0,14,Mobile Phone,1,27,Cash on Delivery,Male,4,4,Fashion,1,Married
54947,0,1,Computer,1,15,Debit Card,Male,3,6,Mobile Phone,3,Married
54948,0,29,Computer,1,9,Debit Card,Male,4,4,Fashion,4,Married
54949,0,2,Mobile Phone,1,17,UPI,Female,3,4,Laptop & Accessory,3,Single
54950,1,8,Mobile Phone,2,7,Credit Card,Male,4,5,Fashion,5,Married
54951,0,7,Mobile Phone,1,12,Debit Card,Male,3,5,Fashion,1,Married
54952,1,1,Mobile Phone,3,11,Cash on Delivery,Male,3,4,Fashion,5,Single
54953,1,1,Computer,1,36,Credit Card,Female,3,5,Laptop & Accessory,3,Single
54954,0,2,Phone,1,22,Debit Card,Male,3,4,Mobile Phone,3,Married
54955,0,8,Computer,1,10,Debit Card,Male,3,4,Laptop & Accessory,1,Single
54956,0,11,Mobile Phone,3,17,Debit Card,Female,3,5,Laptop & Accessory,1,Married
54957,1,1,Mobile Phone,1,11,COD,Male,3,4,Mobile Phone,1,Married
54958,1,1,Phone,1,28,Credit Card,Male,3,4,Mobile Phone,3,Married
54959,1,1,Phone,1,32,Credit Card,Male,3,5,Mobile Phone,4,Single
54960,0,16,Mobile Phone,1,9,Credit Card,Male,3,4,Grocery,5,Married
54961,1,1,Computer,1,7,Credit Card,Male,3,5,Mobile Phone,4,Married
54962,1,14,Computer,3,7,UPI,Male,3,4,Laptop & Accessory,3,Single
54963,0,7,Computer,3,14,Debit Card,Female,2,4,Laptop & Accessory,4,Married
54964,0,8,Computer,1,10,Debit Card,Male,3,5,Mobile Phone,1,Married
54965,0,22,Computer,1,7,Credit Card,Male,3,2,Grocery,1,Single
54966,0,19,Computer,3,16,Debit Card,Female,4,5,Laptop & Accessory,3,Married
54967,0,26,Mobile Phone,1,6,Debit Card,Male,3,4,Fashion,4,Single
54968,0,12,Mobile Phone,3,17,E wallet,Male,4,5,Fashion,3,Married
54969,0,3,Mobile Phone,1,35,Debit Card,Female,4,4,Mobile Phone,1,Married
54970,0,2,Mobile Phone,1,10,Credit Card,Female,4,4,Fashion,4,Married
54971,0,20,Mobile Phone,3,10,E wallet,Male,3,4,Grocery,3,Married
54972,0,12,Mobile Phone,3,9,E wallet,Male,3,4,Fashion,4,Single
54973,0,17,Computer,1,34,Debit Card,Female,3,4,Fashion,5,Married
54974,1,3,Computer,1,9,Debit Card,Male,3,4,Grocery,1,Married
54975,0,14,Mobile Phone,1,21,Credit Card,Male,3,5,Others,3,Single
54976,0,1,Phone,1,7,COD,Female,4,5,Mobile Phone,4,Single
54977,0,13,Computer,1,16,Debit Card,Male,4,4,Laptop & Accessory,4,Single
54978,0,10,Computer,1,25,Debit Card,Male,4,4,Laptop & Accessory,1,Single
54979,0,5,Computer,3,27,Debit Card,Male,4,2,Mobile Phone,1,Married
